"Connection credentials", "التعليمة البرمجية للاتصال"
"This account is not confirmed. <a href='%s'>Click here</a> to resend confirmation email.", "إرسال رسالة تأكيد البريد الإلكتروني. الحساب لا يتم التحقق من هذا <a href='%s'>انقر هنا لإعادة</a>"
"Customer is already logged in.", "تم الزبون بتسجيل الدخول بالفعل"
"Could not login", ""
"Login and password are required.", "تسجيل الدخول والباسورد مطلوبة."
"This account need confirmation. See in confirmation email.", "هذا الحساب يحتاج الى تأكيد الرسولي في رسالة تأكيد بالبريد الإلكتروني"
"Account is created. Please check email to confirm.", "Account is created. Please check email to confirm."
"Invalid Exception code '%d'", "رمز الاستثناء غير صالح : %d"
"Order List", "قائمة طلب"
"Order #", "# طلب"
"Order Date", "تاريخ طلب"
"Billing Country", "بلد إرسال الفواتير"
"Shipping Country", "بلد الشحن"
"Qty. Ordered", "الكمية المطلوبة"
"Subtotal", "الإجمالي الفرعي"
"Total", "الإجمالي"
"Invoiced", "المفوترة"
"Status", "الحالة"
"Action", "إجراء"
"View", "عرض"
"Total Customers from JMango360 Report", "تقرير بإجمالي الزبائن من  JMango360"
"JMango360 Report - Total number of registered customers", "تقرير بإجمالي الزبائن من  JMango360"
"Show Report", "عرض التقرير"
"Total Ordered from JMango360 Report", "تقرير بالإجمالي المطلوبة من JMango360"
"JMango360 Report - Total number of orders", "تقرير بالإجمالي المطلوبة من JMango360"
"Total Sales from JMango360 Report", "تقرير بإجمالي المبيعات من  JMango360"
"JMango360 Report - Total number of sales", "تقرير بإجمالي المبيعات من  JMango360"
"Chart", "جدول"
"Period", "فترة"
"Customers", "زبائن"
"Orders", "طلبات"
"Order From", "طلبات من"
"JMango360 User", "JMango360 مستخدم"
"Download", "تحميل"
"Clear", "واضح"
"No", "لا"
"Yes", "نعم"
"Invalid token", "رمز غير صالحة"
"Session expired.", "انتهت الجلسة"
"No rest model found.", "لم يتم العثور على نموذج بقية"
"Resource method not implemented", "طريقة الموارد لم تنفذ"
"Minimum order amount is %s", "%s كمية من أجل الحد الأدنى هو"
"Guest checkout is not enabled", "لم يتم تمكين خروج الضيف"
"Product ID invalid", "معرف المنتج غير صالح"
"Something is wrong with the order.", "هناك خطأ ما مع النظام"
"Something is wrong with the quote or order.", "هناك خطأ ما مع  الاقتباس أو النظام."
"Cart is empty.", "سلة التسوق فارغة."
"Multishipping not implemented yet.", "لم تنفذ متعددة الشحن بعد"
"Checkout method not implemented yet: ", "لم تنفذ طريقة الخروج بعد"
"Could not log-out customer", "لا يمكن الزبون بتسجيل الخروج"
"Please login.", "يرجي تسجيل الدخول"
"Country code cannot be empty", "لا يمكن رمز البلد  أن يكون فارغ"
"Country does not exist: ", "لا يوجد بلد: "
"Country does not exist", "لا يوجد بلد"
"Store not found", "لم يتم العثور على مخزن"
"Not allowed.", "غير مسموح"
"Set store option %s not found", "لم يتم العثور على مجموعة المخزن  بخيار  %s"
"Set store option cannot be empty.", "لا يمكن خيار مجموعة المخزن أن يكون فارغا"
"It's OK, I see it.", "لا بأس وأرى ذلك"
"Product ID invalid", "معرف المنتج غير صالح"
"Product not found", "لم يتم العثور على صنف "
"Please login first!", "يرجي تسجيل الدخول أولا"
"Cannot specify product.", "لا يمكن تحديد المنتج"
"Item not found", "لم يتم العثور على بند"
"%1$s has been updated in your wishlist.",  "%1$s قد تم تحديث في قائمة الأمنيات لك"
"An error occurred while updating your wishlist.", "حدث خطأ أثناء تحديث قائمة الأمنيات لك"
"Cannot specify your wishlist item.", "لا يمكن تحديد بند قائمة الأمنيات لك"
"The product does not exist.", "المنتج لا يوجد"
"Wishlist item removed", "تم بند قائمة الأمنيات إزالة"
"An error occurred while deleting the item from wishlist: %s", "%s :حدث خطأ أثناء حذف االبند من  قائمة الأمنيات"
"An error occurred while deleting the item from wishlist.", "حدث خطأ أثناء حذف االبند من  قائمة الأمنيات"
"Can't save description %s", "%s لا يمكن حفظ وصف"
"Can't delete item from wishlist", "لا يمكن حذف االبند من  قائمة الأمنيات "
"Can't save qty %s", "%s لا يمكن حفظ كمية"
"Wishlist updated successfully", "قائمة الأمنيات محدثة بنجاح"
"Can't update wishlist", "لا يمكن تحديث قائمة الأمنيات"
"No item updated", "عدم بند محدث"
"Cannot specify product", "لا يمكن تحديد منتج"
"%s has been added to your wishlist.", "%s قد أضيفت إلى قائمة الأمنيات لك"
"An error occurred while adding item to your wishlist: %s", "%s :حدث خطأ أثناء إضافة بند إلى قائمة الأمنيات لك"
"An error occurred while adding item to your wishlist", "حدث خطأ أثناء إضافة بند إلى قائمة الأمنيات لك"
"Wishlist not allowed", "قائمة الأمنيات غير مسموح"
"Wishlist doesn't exist", "قائمة الأمنيات لا توجد"
"Customer not logged in", "زبون لم يسجل دخول"
"Cart is empty.", "سلة التسوق  فارغة"
"Coupon is not valid: ", "الكوبون غير صالح"
"Coupon could not be applied.", "لا يمكن تطبيق الكوبون"
"%s: Minimum quantity allowed for purchase is %s.", "%s كمية الحد الأدنى المسموح لشراء هي :%s"
"%s: Maximum quantity allowed for purchase is %s.", "%s الكمية القصوى المسموح لشراء هي :%s"
"%s was added to your shopping cart.", "تم إضافتها إلى سلة التسوق الخاصة بك %s"
"No cart data found.", "عدم بيانات السلة التسوق  موجودة"
"Your shopping cart has been updated.", "قد تم تحديث سلة التسوق الخاصة بك"
"No bundle-product cart item ID found.", "لحزمة - المنتج  ID لاتوجد   بند السلة التسوق   "
"The product you are trying to delete could not be found in the cart (item id is %s not found in cart).", "لم يمكن العثور على المنتج الذي تحاول حذف في السلة التسوق id( لم يتم العثور في سلة التسو %s البند )"
"The product has been deleted from your shopping cart.", "قد تمت إزالة المنتج من سلة التسوق الخاصة بك"
"Category not found.", "لم يتم العثورعلى فئة"
"Category not available.", "فئة غير موجودة"
"No category found.", "عدم فئة معثورة"
"Your search returns no results.", "تقوم بحثك بإرجاع عدم نتائج."
"Query cannot be empty.", "لا يمكن استعلام أن يكون فارغا"
"Methods are not complete yet. Cart shipping address is not yet completed and saved.", "طرق لا تكتمل بعد. عنوان شحن السلة التسوق   لا تكتمل وتحفظ بعد"
"Methods are not complete yet. Cart is empty.", "طرق لا تكتمل بعد. سلة التسوق  فارغة"
"Shipping method has no shipping carrier object: %s", "%s :طريقة الشحن لديها عدم كائن ناقل الشحن"
"Carrier object has no collectRates method: %s", "%s :كائن الناقل لديه عدم طريقة تجمع المعدلات"
"Shipping method has no rates object: %s", "%s :طريقة الشحن لديها عدم كائن المعدلات"
"Shipping method has no getAllRates function: %s", "%s :طريقة الشحن لا يمتلك أي  وظيفة الحصول على جميع المعدلات"
"Shipping method has no rates: %s", "%s :طريقة الشحن لديها عدم المعدلات"
"Shipping method can not be empty.", "لا يمكن طريقة الشحن أن يكون فارغا"
"This shipping method is currently not available.", "هذه الطريقة الشحن هو حاليا غير متوفرة"
"Customer shipping address not found.", "لم يتم العثور على عنوان شحن الزبون"
"Customer shipping address email not found.", "لم يتم العثور على البريد الإلكتروني لعنون الشحن الزبون"
"Customer billing address not found.", "لم يتم العثور على عنوان فواتير الزبون "
"Payment method cannot be empty.", "لا تمكن طريقة الدفع أن تكن فارغا"
"Email cannot be empty.", "لا تمكن البريد الإلكتروني أن تكن فارغا"
"This payment method is currently not available.", "هذه طريقة الدفع  غير متوفرة حاليا"
"Please add ", " يرجي إضافة"
"Request info not matches the order.", "لا يتطابق مع المعلومات المطلوبة في النظام"
"No payment provider to redirect found.", "عدم موفر دفع معثور لإعادة توجيه"
"Request info does not match the quote. Probably the cart is ordered or the session is expired.", "لا يتطابق المعلومات المطلوبة مع الاقتباس. قد تم السلة التسوق  طلبا  بالفعل أو انتهاء الدورة."
"Cart is no longer active.", "السلة التسوق  لم تعد فعال"
"Replaced by new order.", "استعاضة عن طلب جديد"
"Cannot save the address: ", "%s :لا يمكن أن يحفظ العنوان"
"The address does not belong to this customer.", "لا ينتمي عنوان لهذا الزبون"
"Default billing address can not be removed.", "عنوان الفواتير الافتراضية لا يمكن إزالته"
"Default shipping address can not be removed.", "عنوان  الشحن الافتراضية لا يمكن إزالته"
"An error occurred while deleting the address.", "حدث خطأ أثناء حذف العنوان"
"Address ID can not be empty.", "ID أن يكون فارغا لا يمكن عنوان"
"New password field cannot be empty.", "New password field cannot be empty."
"Invalid current password", "الباسورد الحالي غير صالح"
"The account information has been saved.", "قد تم حفظ معلومات الحساب"
"Could not retrieve list: ", "لا يمكن استرداد القائمة"
"Order not found (no ID).", "(ID لم يتم العثور على طلب (عدم"
"Invalid email address.", "عنوان البريد الإلكتروني غير صالح"
"Please enter your email.", "يرجى إدخال البريد الإلكتروني الخاص بك"
"This account needs confirmation. See in confirmation email.", "هذا الحساب يحتاج الى تأكيد الرسولي في رسالة تأكيد بالبريد الإلكتروني"
"No products found.", "عدم منتجات معثور"
"Category not found.", "عدم فئة معثور"
"Cannot find customer ID, please try again!", "ID لا يمكن العثور على  الزبون، يرجى المحاولة مرة أخرى"
"Your search returns no results.", "يجب أن تترك على الأقل طريقة دفعة واحدة متاحة"
"You must leave at least one payment method available.", "يجب أن تترك على الأقل طريقة دفعة واحدة متاحة"
"You must leave at least one shipping method available.", "يجب أن تترك على الأقل طريقة شحن واحدة متاحة"
"None", "لا شيء"
"Base Image", "الصورة الأساسية"
"Small Image", "الصورة الصغيرة"
"Thumbnail", "المصغرات"
"Shipping Excl. Tax (%s)", "(%s) الشحن باستثناء ضريبة"
"Shipping Incl. Tax (%s)", "(%s) الشحن بضمن ضريبة"
"Subtotal (Excl. Tax)", "(الإجمالي الفرعي ( باستثناء ضريبة"
"Subtotal (Incl. Tax)", "(الإجمالي الفرعي ( بضمن  ضريبة"
"Grand Total Excl. Tax", "المجموع الإجمالي باستثناء ضريبة"
"Grand Total Incl. Tax", "المجموع الإجمالي بضمن  ضريبة"
"Unable to set Payment Method.", "غير قادر على تعيين طريقة الدفع"
"Reports", "تقارير"
"Order Details", "تفاصيل الطلب"
"Sales Reports", "تقارير المبيعات"
"Orders Reports", "تقارير طلبات"
"Customers Reports", "تقارير الزبائن"
"Connection credentials", "التعليمة البرمجية للاتصال"
"Version", "نسخة"
"The plugin version", "نسخة المساعد"
"User Name", "اسم المستخدم"
"This username will be checked from every App while a session is set up between the App and the Magento store.", "وسيتم فحص هذا المستخدم من كل تطبيق في حين يتم إقامة جلسة عمل بين تخزين التطبيق والماجنتو"
"Api Key", " Api مفتاح"
"This key will be checked from every App while a session is set up between the App and the Magento store.", "وسيتم فحص هذا المفتاح من كل تطبيق في حين يتم إقامة جلسة عمل بين تخزين التطبيق والماجنتو"
"Use token for Api communications", "Api استخدم رمز للاتصالات"
"Use token will add check and refresh the token with every request.", "استخدام رمز سوف تضيف تحقق وتجديد من الرمز مع كل طلب"
"Catalogue Settings", "إعدادات الكاتالوج"
"Include all active categories", "تشمل جميع الفئات الفعالة"
"Include all ""Active"" categories regardless of whether or not they are included in navigation", "تشمل جميع الفئات "الفعالة" بغض النظر عن ما إذا كانت أم لم تم تضمين في الملاحة"
"Display attribute on Product Listing", "عرض سمات على قائمة المنتجات"
"This attribute will be displayed in product listing", "سيتم عرض هذه السمة في قائمة المنتجات"
"Display attribute on Product Details", "عرض سمات على تفاصيل المنتجات"
"This attribute will be displayed in product details", "سيتم عرض هذه السمة في تفاصيل المنتجات"
"Mobile App Checkout Settings", "إعدادات خروج تطبيق الجوال"
"Excluded shipping methods", "تم استثناء طرق الشحن"
"Select one or more, but not all shipping methods that are not suitable/compatible to be used in mobile app environment. This can be set anytime during or after creation of JMango360 application.", "اختيار واحد أو أكثر ولكن ليس كل طرق الشحن التي ليست مناسبة / متوافقة ليتم استخدامها في بيئة  تطبيق الجوال . هذا يمكن تعيين أي وقت أثناء أو بعد إنشاء تطبيق  JMango360"
"Excluded payment methods", "تم استثناء طرق الدفع"
"Select one or more, but not all payment methods that are not suitable/compatible to be used in mobile app environment. This can be set anytime during or after creation of JMango360 application.", "اختيار واحد أو أكثر ولكن ليس كل طرق الدفع التي ليست مناسبة / متوافقة ليتم استخدامها في بيئة  تطبيق الجوال . هذا يمكن تعيين أي وقت أثناء أو بعد إنشاء تطبيق  JMango360"
"Web checkout URL", "URL لخروج على شبكة الإنترنت "
"Enter custom checkout url of website if Jmango360 plugin could not detect. Ex: checkout/onepage.", "العرف url   أدخل للموقع إذا لم يمكن مساعد    كشف Jmango360  عنها. مثلا: الخروج / صفحة واحدة"
"Product image gallery settings", "إعدادات معرض صور المنتج"
"Detail page image cache-width", "تفاصيل تخزين تخزينا مؤقتا-العرض صورة الصفحة"
"Set the default ""cached"" size for ""big"" images on the detail pages.", "تعيين الافتراضي ""مخبأ"" حجم للصور ""كبيرة"" على صفحات من التفاصيل"
"Detail page image cache-height", "تفاصيل تخزين تخزينا مؤقتا-الارتفاع صورة الصفحة"
"Set the default ""cached"" size for ""big"" images on the detail pages.", "تعيين الافتراضي ""مخبأ"" حجم للصور ""كبيرة"" على صفحات من التفاصيل"
"Catalogue image cache-width", "صورة الكاتالوج تخزين تخزينا مؤقتا-العرض"
"Set the default ""cached"" size for images on the catalogue pages.", "تعيين الافتراضي ""مخبأ"" حجم للصور ""كبيرة"" على صفحات من الكاتالوج"
"Catalogue image cache-height", "صورة الكاتالوج تخزين تخزينا مؤقتا-الارتفاع"
"Set the default ""cached"" size for images on the catalog pages.", "تعيين الافتراضي ""مخبأ""حجم للصور ""كبيرة"" على صفحات من الكاتالوج"
"Thumbnail image cache-width", "تخزين تخزينا مؤقتا-العرض لمصغرة صورة"
"Set the default ""cached"" size for thumbnails on the detail pages.", "تعيين الافتراضي ""مخبأ"" حجم  للصور المصغرة على صفحات من التفاصيل"
"Thumbnail image cache-height", "تخزين تخزينا مؤقتا-الارتفاع لمصغرة صورة"
"Set the default """cached"" size for thumbnails on the detail pages.", "تعيين الافتراضي ""مخبأ"" حجم  للصور المصغرة على صفحات من التفاصيل"
"Choose image type to be displayed if catalogue thumbnail is not available", "اختر نوع الصورة لعرضها إذا كتالوج مصغر غير متوفرة"
"Choose what kind of image of product that I would like to show in catalogue listing in mobile app.", "اختر أي نوع من صورة المنتج التي أود أن تظهر في قائمة الكتالوج في تطبيق الجوال"
"Choose image type to be displayed on catalogue page", "اختر نوع الصورة للظهور على صفحة الكتالوج"
"Choose what kind of image of product that I would like to show in product listing in mobile app.", "اختر أي نوع من صورة المنتج التي أود أن تظهر في قائمة المنتج في تطبيق الجوال"
"Stock Settings", "إعدادات الأسهم"
"Display products availability in stock in mobile app", "عرض  توفر المنتجات في الأسهم في تطبيق الجوال"
"Developer", "مطور"
"Enable debug logging", "تمكين تسجيل التصحيح"
"Log requests to japi.log. Disable in production.", "بتعطيل في الإنتاج .japi.log تسجيل يطلب إلى"
"Reports", "تقارير"
"Orders", "طلبات"
"Sales", "مبيعات"
"Customers", "زبائن"
"Order Details", "تفاصيل الطلب"
"Settings", "إعدادات"
"Use Onepage checkout for mobile app", "استخدم خروج أحد الصفحة لتطبيق الجوال"
"Select to use JMango360 Onepage responsive web checkout for mobile app instead of default Magento checkout", "اختر لاستخدام خروج شبكة الإنترنت الاستجابة  JMango360 Onepage لتطبيق الجوال بدلا من  خروج الماجنتو الافتراضية"
"Hide non value additional attributes", "اخفاء سمات إضافية غير ذات قيمة"
"Atrribute whose value is N/A or blank will not be displayed on Additional Infomation on product detail page", "N / A  السمة التي تقدر قيمتها أو خالية ابحث لن يتم عرض على معلومات إضافية على صفحة المنتج من التفصيل"
"Mobile App Login Settings", "إعدادات دخول تطبيق الجوال"
"App users must login to see product prices", "يجب على مستخدمين التطبيق أن يدخلوا لمعرفة الأسعار وزر أضف إلى السلة التسوق"
"This will prevent mobile app user using app without an account.", "هذا سيمنع مستخدمي تطبيق الجوال من استخدام التطبيق بدون حساب"
"Discount Codes", "Discount Codes"
"Enter your coupon code if you have one.", "Enter your coupon code if you have one."
"Apply Coupon", "Apply Coupon"
"Cancel Coupon", "Cancel Coupon"
"Enable Order From in orders list", "تمكين طلب من في قائمة الطلبات"
"Select to view which orders are from JMango360", "اختر لعرض ما الطلبات من  JMango360"
"Enable JMango360 User in Customers list", "تمكين مستخدم  JMango360 في قائمة  الزبائن"
"Select to view which customers are from JMango360", "اختر لعرض ما الزبائن من  JMango360"
"Adding extra attributes to registration form", "مضيفا سمات إضافية لاستمارة التسجيل"
"Adding these attributes to customer registration form in mobile app", "مضيفا هذه السمات إلى نموذج تسجيل الزبائن في تطبيق الجوال"
"Show image of child product in Grouped Product Detail on mobile", "تظهر صورة المنتج لأطفال في تفاصيل المنتج المجمع على الجوال"
"Please wait", "يرجي الانتظار"
"Enter xml layout update code here, it will only affect JMango360 Onepage checkout page", "ادخل رمز التحديث لتخطيط    هنا، وسوف تؤثر فقط xml صفحة الخروج ل JMango360 Onepage"
"Enter css code here, it will only append to JMango360 Onepage checkout page", " هنا، فإنه  css   ادخل رمز  سيتم إلحاق فقط إلى  صفحة الخروج  ل JMango360 Onepage"
"A new version of the JMango360 Mobile plugin %s is available. Please update.", "يتوفر النسخة الجديدة لتليفون  JMango360 المساعد%s يرجى التحديث"
"Group ID not found.", "Group ID not found."
"Group not found.", "Group not found."
"Account is created. Please check email to confirm.", "Account is created. Please check email to confirm."
"Attribute whose value is N/A or blank will not be displayed on Additional Information on product detail page", "لسمة التي تقدر قيمتها N / A أو فارغة لن يتم عرض على معلومات إضافية على صفحة المنتج من التفصيل"
"Custom Layout Update", "تحديث التخطيط العرف"
"Custom CSS", "CSS العرف"
"List of modules need bypass session validation. Enter each line a module name, ex ""TIG_PostNL""","تحتاج قائمة الوحدات دورة جانبية مقننة. أدخل إسم الوحدة فى كل سطر, مثال TIG_PostNL"
"Exclude modules","إستبعاد وحدات"
"I do not recommend this product","أنا لا أرجح هذا المنتج"
"I recommend this product","أرجح هذا المنتج"
"I agree to the terms & conditions","أوافق على الشروط و الأحكام"
"Nickname","الإسم المستعار"
"Back to app","عودة إلى التطبيق"
"Overall Rating","تقييم عام"
"Review Title","عنوان التعقيب"
"Review","تعقيب"
"Hide on JMango360","إخفاء على JMango360"
"Hide on JMango360 App","إخفاء على تطبيق JMango360"
"Re-run SQL upgrade","تحديث إعادة-تشغيل SQL"
"Re-run successfully.","تم إعادة-التشغيل بنجاح."
"Enable this option to choose whether or not this product is visible in the app","تفعيل هذا الخيار لتحديد ما إذا كان هذا المنتج مرئى فى التطبيق أم لا"
"On Manage Products enable Hide on App","على إدارة المنتج قم بتفعيل إخفاء على التطبيق"
"Please close this form and login with your new account.", "يرجى إغلاق هذا النموذج وتسجيل الدخول بإستخدام الحساب الجديد."
"Customer Settings","إعدادات العملاء"
"Sales Settings","إعدادات المبيعات"
